,QUESTION,ENG,TYPE ENTITE,ROLE SEMANTIQUE,COMMENTAIRES
18882,Qui est le rédacteur en chef des Annales des Beaux-arts ?,Who,Human,,
7389,Où sont orientées les façades des maisons récentes ?,Where,Location,,
10543,Quand sort le premier album Epic des Stranglers ?,When,Time,,
18172,Qui avait soutenu Moro Naba Kougri?,Who,Human,,
19925,"Qui, selon Chesterton, auraient été capable de narrer l'humiliation de Pip?",Who,Human,,
6205,En quelle année prend fin l'industrie drapière de Montrésor ?,When,Time,,
7414,Où travaille Dorian Lynskey ?,Where,Location,,
1395,Combien d'animaux sont dénombrés en Ariège  ?,How_Many,Measure,,
6497,Jusqu'à quelle station la ligne 7 fut prolongée en 1975?,0,Location,,
6026,En quelle année furent Quinze Kali’na adressés à Pau:wa?,When,Time,,
6098,En quelle année la parution des Companions cesse-t-elle ?,When,Time,,
2380,Combien y a t-il d'heures d'ensoleillement à Colmar par an ?,How_Many,Measure,,
741,A qui le College était il jumelé ?,Who,Organization,,
2247,Combien de tonnes de fonte contient la rigole principale ?,How_Many,Measure,,
9516,Quand Constantin 1er est-il renversé de son trône ?,When,Time,,
10466,Quand ont été retirées les pierres précieuses decorant les yeux de la Vénus marine sur l'oeuvre?,When,Time,,
6793,Où commence la ligne 3 ?,Where,Location,,
5775,En quelle année Coppi s'est-il marié?,When,Time,,
1098,Auprès de qui a-t-il pu recueillir des témoignages ?,Who,Human,,
18406,Qui empêche la mise à mort de Zamora ?,Who,Human,,
10266,Quand le Berrichon est-il inclus à la race percheronne ?,When,Time,,
6172,En quelle année les Rangers ont conquis pour la 50e fois le championnat d'Écosse ?,When,Time,,
436,A quelle altitude se trouve la partie de Selestat située sur le cône de déjection ?,0,Measure,,
1668,Combien de chapitres le récit réalisé par le narrateur à la troisième personne comporte-t-il ?,How_Many,Measure,,
18279,Qui des homo Sapiens et des Néandertaliens avaient le régime alimentaire le plus varié ?,Who,Human,,
19212,Qui meurent dans la poudrière ?,Who,Human,,
18531,Qui est fait prisonnier dans le château ?,Who,Human,,
10310,Quand le dégoût de Pip s'estompe-t-il?,When,Time,,
7752,Pendant combien de temps les étudiants suivent ils un enseignement de premier cycle ?,When,Time,,
19386,Qui publie une inscription au XIVe siècle ?,Who,Human,,
575,A quelle profondeur le navire sombra-t-il ?,How_Many,Measure,,
10290,Quand le Vasa a-t-il été construit ?,When,Time,,
4601,De quand date l'abbaye de Saint-Jacques ?,When,Time,,
19333,Qui peut être vu comme une véritable création Disney ?,Who,Human,,
17693,"Qui a donné une ""robe de dame"" à Molly?",Who,Human,,
7274,Où se situe le château de Navarre ?,Where,Location,,
19418,Qui rejoignit la réalisation du long-métrage Pinocchio en automne 1938 ?,Who,Human,,
288,A quel grand écrivain est comparé son imagination ?,Who,Human,,
18285,Qui devait prendre en charge les chevaux des cavaliers ?,Who,Human,,
4676,De quand datent les écrits de Geoffroy de Monmouth ?,When,Time,,
19862,Qui était le capitaine du navire ?,Who,Human,,
5854,En quelle année Zamora est déclaré mort ?,When,Time,,
17656,Qui a conçu un carburateur efficace à pétrole?,Who,Human,,
19704,Qui soutient les ambitions de Canvour d'agrandir le royaume de Savoie ?,Who,Human,,
192,A quand remonte cette particularité ?,When,Time,,
2299,Combien de voitures motrices par rame permettent le bon fonctionnement du prolongement de la ligne 3?,How_Many,Measure,,
20218,Sur quelle période Pines a t-elle étudié le burnout ?,0,Time,,
18873,Qui est le rival de Coppi?,Who,Human,,
5941,En quelle année a-t-on équipé la ligne 7 d'un PCC?,When,Time,,
19261,Qui ont-ils du convaincre avant de partir ?,Who,Human,,
7574,Par qui est-il attaqué?,Who,Human,,
18163,Qui aurait marié Chell à une tourelle dans une version de l'histoire de Portal 2 ?,Who,Human,,
19378,Qui prétend avoir eu un rêve prémonitoire lui ordonnant d’aider le Tōdai-ji ?,Who,Human,,
18943,Qui est quatre secondes derrière Vettel ?,Who,Human,,
20654,À qui parle la reine ?,Who,Human,,
17772,Qui a gagné le trophée Super Prestige Pernod ?,Who,Human,,
667,A qui John Jarndyce demande-t-il la main ?,Who,Human,,
252,A quand remontent les traces les plus anciennes de la présence de l'homme ?,When,Time,,
1439,Combien d'entreprises co-financent la pavillon américain?,How_Many,Measure,,
6224,En quelle année un Syndicat Hippique Berrichon est-il créé à la Guerche ?,When,Time,,
19332,Qui peut être considérée comme une allégorie de la sagesse?,Who,Human,,
17794,Qui a inventé une cuve de stockage pour le carburant?,Who,Human,,
4548,De combien de façons l'histoire peut-elle être lue ?,How_Many,Measure,,
18782,Qui est le héros du poème Les Saisons ?,Who,Human,,
6798,Où des nuages d'éthanes apparaissent ils dans les régions polaires ?,Where,Location,,
2256,Combien de travailleurs japonais et coréens se trouvent sur l'ile ?,How_Many,Measure,,
17893,Qui a remporté la rencontre?,Who,Human,,
10074,Quand est-ce que le pouvoir des Hohenstaufen décline ?,When,Time,,
19125,Qui incarne l'ordre domestique dans La Maison d'Apre-Vent ?,Who,Human,,
19517,Qui s'occupe de tester les scénarios ?,Who,Human,,
17862,Qui a pris en responsabilité de président du club dans les années 1890 ?,Who,Human,,
1480,Combien d'hommes compte l'armée de Yohannes à May Zulawu ?,How_Many,Measure,,
677,A qui Mr Bennet donne son accord à la fin ?,Who,Human,,
4634,De quand date le cimetière juif de Sélestat ?,When,Time,,
10174,Quand l'état d'urgence est-il déclaré?,When,Time,,
17642,Qui a composé les musiques d'ambiance de Portal 2 ?,Who,Human,,
171,A partir de quelle période les moteur diesel sont-ils utilisés dans les utilitaires?,When,Time,,
7390,Où sont placés les cigares pendant le voyage ?,Where,Location,,
10387,Quand les Taira confisquent ils tous les domaines du temple ?,When,Time,,
10424,Quand les travaux de restauration du grand Bouddha débutent ils ?,When,Time,,
17996,Qui a écrit The Black Douglas ?,Who,Human,,
9964,Quand est programmé l'arrivée de Dragonfly sur Titan ?,When,Time,,
555,A quelle mythologie est associé Merlin ?,0,Abstract,,
2422,Combien y avait-il de voitures dans le département de la Seine fin 1905?,How_Many,Measure,,
10023,Quand est-ce que Lille a été sponsorisé pour la première fois ?,When,Time,,
19099,Qui fournit les fonds nécessaires à l'achat du terrain afin de créer un nouveau parc ?,Who,Human,,
1558,Combien d'étapes a-t-il fallu pour ouvrir les tronçons entre Lille et les villes de Roubaix et Tourcoing ?,How_Many,Measure,,
18500,Qui est comparé à un criminel?,Who,Human,,
7059,Où le méthane peut il faire un effet de serre ?,Where,Location,,
19887,Qui était le porteur du maillot de champion du monde ?,Who,Human,,
2289,Combien de voies centrales comporte la station?,How_Many,Measure,,
1845,Combien de livres par colonnes reçoit il du Daily Telegraph ?,How_Many,Measure,,
684,A qui Tolkien avoue-t-il que The Marvellous Land of Snergs est une source d'inspiration pour leq Hobbits ?,Who,Human,,
6966,Où est-elle née ?,Where,Location,,
17732,Qui a eu tort selon les deux premiers volumes de The World Crisis ?,Who,Human,,
17572,Qui John Jarndyce est-il allé chercher après la mort de la tante qui en avait la garde ?,Who,Human,,
5934,En quelle année a-t-on issu des rames MF01  de la ligne 2?,When,Time,,
9682,Quand Yohannes est-il nommé Balambaras ?,When,Time,,
17912,Qui a réalisé des aquarelles de la ville de Rothenburg et quand l'ont-ils fait ?,Who,Human,,
4643,De quand date le premier sous-marin en métal?,When,Time,,
5758,En quelle année Balzac a-t-il été publié chez Levasseur et Urbain Canel ?,When,Time,,
182,A proximité de quel zoo le campus de Rose Hill est il situé ?,,Location,,
5213,De qui est proche Merlin ?,Who,Human,,
7426,Où trouve-t-on la granodiorite ?,Where,Location,,
6445,Jusqu'en quelle année Xavier Branicki reste-t-il maire ?,0,Time,,
5500,Depuis quand la Mer Noire est elle aux mains des turcs ?,When,Time,,
19569,Qui se nommait également Piazzi ?,Who,Human,,
19379,Qui prétend que les films de Jackson se distingue de ceux de Tolkien avec une opposition entre le Bien et le Mal moins nuancés ?,Who,Human,,
539,A quelle hauteur s'est élevée la colonne de cendres lors de l'éruption du mont saint helens ?,0,Measure,,
18777,Qui est le gardien du LOSC ?,Who,Human,,
1915,Combien de noms de stations sont changés en mars 2017 ?,How_Many,Measure,,
10459,Quand ont vécu les néandertaliens étudiés ?,When,Time,,
17668,Qui a créé les fées de cette séquence ?,Who,Human,,
18117,Qui améliore le gueulard de Parry au début du XXème siècle ?,Who,Human,,
10406,Quand les lignes de chemin de fer sont-elles mises en place à Nauru?,When,Time,,
19509,Qui s'installe après les Celtics de Boston ?,Who,Human,,
18847,Qui est le préfet du Nord à l'époque ?,Who,Human,,
19848,Qui était de plus en plus contesté au moment de la transition politique et sociale anglaise?,Who,Human,,
18808,Qui est le personnage potentiellement le plus déterminé du roman ?,Who,Human,,
7201,Où se fait la maintenance du matériel de la ligne 7 bis ?,Where,Location,,
1776,Combien de fois successives a emporté  le Tour de France ?,How_Many,Measure,,
19816,Qui étaient les adversaires des Blues de Saint-Louis avant les Bruins ?,Who,Human,,
18679,Qui est la sœur de Catherine de Sienne ?,Who,Human,,
6477,Jusqu'à quand les députés anglais exercent-ils leur fonction à titre gratuit ?,When,Time,,
1620,Combien de buts Kerr concède-t-il cette saison ?,How_Many,Measure,,
17655,Qui a conçu les personnages ?,Who,Human,,
6082,En quelle année la Scottish Premier Reserve League est-elle ouverte à tous les joueurs de l'équipe réserve ?,When,Time,,
18960,Qui est responsable de la presse étrangère du parti national-socialiste en 1932 ?,Who,Human,,
19908,Qui était opposé à la France pendant la première guerre mondiale?,Who,Human,,
9768,Quand a régné saint Olaf Haraldson ?,When,Time,,
1025,"Au Touquet, quand le premier recensement de nouveau type a-t-il été effectué ?",When,Time,,
5882,En quelle année a lieu l'opération initiée par l'amiral Richard Byrd ?,When,Time,,
148,A partir de quelle année Gerbert donne des cours à Reims ?,When,Time,,
9521,Quand Coppi est-il déçu?,When,Time,,
2015,Combien de plans ont été nécessaires pour la scène d'ouverture ?,How_Many,Measure,,
19198,Qui mangeait des poissons ?,Who,Human,,
7156,Où pouvait-on déjà trouver ce système qui récompense les gags les plus drôles chez Disney ?,Where,Location,,
17539,Qui Andrea Sassetti veut-il limoger ?,Who,Human,,
18186,Qui campe à Montrésor après l'armistice ?,Who,Human,,
2057,Combien de protestants environ quittent la France ?,How_Many,Measure,,
6120,"En quelle année le ""jeudi noir"" s'est-il déroulé à Wall Street?",When,Time,,
17665,Qui a créé le Marymount College ?,Who,Human,,
573,A quelle profession est comparée la rémunération de Zamora ?,0,Function,,
19823,Qui était Beaverbrook pour Churchill ?,Who,Human,,
5837,En quelle année Tomaso della Fonte rejoint-il la famille de Catherine de Sienne ?,When,Time,,
10185,Quand la Joseph Priestley House est-elle inscrite au NRHP ?,When,Time,,
1028,Au bout de combien de temps de grossesse est il né ?,How_Many,Measure,,
19722,Qui suivait la fanfare de la ville lors de la première grande cavalcade ?,Who,Human,,
9676,Quand Yaméogo tente-t-il à nouveau de se donner la mort?,When,Time,,
6479,Jusqu'à quand les méthodes des mathématiciens sont restés simples ?,When,Time,,
2134,Combien de temps Merchant a-t-il passé à enregistrer les répliques de Wheatley ?,How_Many,Measure,,
19613,Qui sont les animaux de compagnies de Geppeto ?,Who,Human,,
183,A proximité de quelle forêt Höss passe-t-il son enfance ?,Where,Location,,
19830,Qui était Lou Andreas-Salomé ?,Who,Human,,
5871,En quelle année a eu lieu la première confrontation en finale entre le Real Madrid et le FC Barcelone ?,When,Time,,
1894,Combien de mouvements les danseuses réalisent elles ?,How_Many,Measure,,
5156,De qui Ambrosinus est-il le tuteur ?,Who,Human,,
7501,Par quel moyen les navires partant de Southampton sont-ils propulsés ?,Comment,Comment,,
40,A combien de temps de la fin de la partie est marqué le dernier but ?,How_Many,Measure,,
18929,Qui est outré du fait que Lydia puisse aller aux bals à l'âge de 15 ans ?,Who,Human,,
18427,Qui est Alain Hubert ?,Who,Human,,
5041,De quelle origine sont les grottes partiellement ?,Where,Location,,
1548,Combien d'épisodes contiennent les chroniques de Vladimir ?,How_Many,Measure,,
6206,En quelle année présenté le Clavilux à Paris?,When,Time,,
1843,Combien de livres composent le livre Amelia?,How_Many,Measure,,
4638,De quand date le film Fantasia 2000?,When,Time,,
18431,Qui est Beorn ?,Who,Human,,
18246,"Qui critique l'inertie, les lenteurs et les décisions des juges ?",Who,Human,,
10453,Quand ont eu lieu les recherches sur les Néandertaliens de Gorham ?,When,Time,,
9885,Quand débute l'installation du Maashaven ?,When,Time,,
18592,Qui est l'auteur de la critique que reprend La Maison d'Apre-Vent ?,Who,Human,,
2242,Combien de tombes sont peintes à Monterozzi ?,How_Many,Measure,,
19368,Qui protège Mrs Fitzpatrick?,Who,Human,,
19400,Qui rapproche Boromir de la figure de chevalier ?,Who,Human,,
17787,Qui a inventé la dynamite?,Who,Human,,
1217,Avec qui Disney voulait-il réconcilier la musique classique ?,Who,Human,,
18980,Qui est troisième à la fin de la course ?,Who,Human,,
765,A qui s'adresse le roi pour annoncer qu'il quitte le pouvoir ?,Who,Human,,
1737,Combien de députés le MDV possède-t-il?,How_Many,Measure,,
6122,En quelle année le Celtic a remporté pour la 40 e fois le Coupe D'Europe ?,When,Time,,
6454,"Jusqu'où les oxydes de cuivre, de phosphore et de nickel sont-ils réduits ?",Where,Location,,
1884,Combien de moines y avait il dans la délégation de Chogen ?,How_Many,Measure,,
19567,Qui se mobilisera pleinement pour reconstruire le Tōdai-ji après ses destructions ?,Who,Human,,
6791,Où circule l'atmosphère de Titan ?,Where,Location,,
7427,Où trouve-t-on la plus grande biodiversité des volatiles dans le compté ?,Where,Location,,
6212,En quelle année s'est-il engagé pour la première fois sur un navire?,When,Time,,
18739,Qui est le directeur de l'équipe Maino ?,Who,Human,,
1972,Combien de personnes ont pris part à la bataille ?,How_Many,Measure,,
7356,Où sera incinéré Shelley ?,Where,Location,,
19420,Qui remarque que Disney peut êtremacabre ?,Who,Human,,
5985,En quelle année est formulée la demande de reconnaissance de la Crète libre ?,When,Time,,
18755,Qui est le fondateur de Dakar?,Who,Human,,
17564,Qui Henri exécuta-t-il à la suite de son combat avec Pierre le Cruel ?,Who,Human,,
18668,Qui est la première femme à avoir obtenu l'équivalent du permis de conduire?,Who,Human,,
10094,Quand est-ce que sont arrivés les rescapés à New York à bord du Carpathia?,When,Time,,
7054,Où le groupe tourne t'il une dernière fois ?,Where,Location,,
19808,Qui écrit à propos de se nourrir de Lotus?,Who,Human,,
18742,Qui est le dirigeant ivoirien?,Who,Human,,
6018,En quelle année est-ce que la ligne ferroviaire C-2 devient une liaison permanente entre Cartuja et la gare de Santa Justa?,When,Time,,
9503,Quand Churchill expose-t-il son aversion pour les mélanges de populations ?,When,Time,,
198,A quand remonte l'expédition du géographe égyptien ?,When,Time,,
17562,Qui Esther idéalise-t-elle ?,Who,Human,,
7725,Pendant combien d'années Bradbury et Evans a édité pour Dickens?,When,Time,,
